date,day_name,month,season_factor,weekend,occupancy_level,outdoor_temp_c,rainfall_mm,saving_mode,total_usage_kwh,peak_usage_kwh,peak_hour_label,peak_window,average_hourly_kwh,daily_cost_rs,monthly_predicted_bill_rs,future_bill_prediction_rs,tomorrow_usage_prediction_kwh,previous_day_usage_kwh,weekly_average_kwh,usage_change_kwh,usage_change_direction,usage_change_reason,energy_score,eco_score,carbon_impact_kg,carbon_saved_kg,pet_status,pet_meter_pct,pet_message,pet_alert,streak_days,reward_badge,alert_count,recommendation_count,alerts_pipe,recommendations_pipe,personalized_tip_1,personalized_tip_2,personalized_tip_3,hour_00_kwh,hour_01_kwh,hour_02_kwh,hour_03_kwh,hour_04_kwh,hour_05_kwh,hour_06_kwh,hour_07_kwh,hour_08_kwh,hour_09_kwh,hour_10_kwh,hour_11_kwh,hour_12_kwh,hour_13_kwh,hour_14_kwh,hour_15_kwh,hour_16_kwh,hour_17_kwh,hour_18_kwh,hour_19_kwh,hour_20_kwh,hour_21_kwh,hour_22_kwh,hour_23_kwh,ac_power_w,ac_hours,ac_age_years,ac_condition,ac_maintenance,ac_energy_kwh,ac_cost_rs,ac_share_pct,ac_faulty,ac_limit_kwh,fan_power_w,fan_hours,fan_age_years,fan_condition,fan_maintenance,fan_energy_kwh,fan_cost_rs,fan_share_pct,fan_faulty,fan_limit_kwh,iron_power_w,iron_hours,iron_age_years,iron_condition,iron_maintenance,iron_energy_kwh,iron_cost_rs,iron_share_pct,iron_faulty,iron_limit_kwh,tv_power_w,tv_hours,tv_age_years,tv_condition,tv_maintenance,tv_energy_kwh,tv_cost_rs,tv_share_pct,tv_faulty,tv_limit_kwh
2026-06-21,Sunday,June,1.137,1,low,33.0,4.3,0,23.9,1.79,7 PM,6 PM-8 PM,1.0,143.4,4302.0,4166.31,23.92,23.96,22.8,-0.06,decreased,AC health issue increased consumption,50,46,19.6,0.05,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,4,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.29,0.19,0.17,0.21,0.25,0.43,0.82,1.2,1.15,0.81,0.67,0.71,0.89,0.83,0.76,0.74,0.95,1.15,1.62,1.79,1.57,1.18,0.83,0.47,1591,9.2,5,good,yes,14.64,87.84,76.3,1,9.0,160,11.4,4,slow,no,1.82,10.92,9.5,1,1.6,1263,2.0,6,good,yes,2.53,15.18,13.2,1,2.2,41,4.8,5,good,yes,0.2,1.2,1.0,0,1.1
2026-06-22,Monday,June,1.135,0,low,30.2,1.2,0,23.38,1.75,7 PM,6 PM-8 PM,0.97,140.28,4208.4,4597.42,23.54,23.9,22.6,-0.52,decreased,AC health issue increased consumption,52,49,19.17,0.43,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,4,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.34,0.28,0.31,0.21,0.27,0.51,0.9,1.25,1.09,0.8,0.72,0.79,0.9,0.88,0.75,0.77,0.9,1.23,1.62,1.75,1.67,1.16,0.85,0.52,1616,7.1,5,good,yes,11.47,68.82,86.6,1,9.0,99,12.9,4,good,no,1.28,7.68,9.7,1,1.6,1166,0.2,6,overheat,no,0.23,1.38,1.7,1,2.2,56,4.6,5,good,yes,0.26,1.56,2.0,0,1.1
2026-06-23,Tuesday,June,1.133,0,high,27.4,1.8,1,20.01,1.63,7 PM,6 PM-8 PM,0.83,120.06,3601.8,3602.31,21.02,23.38,22.56,-3.37,decreased,AC health issue increased consumption,64,63,16.41,2.76,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.17,0.14,0.14,0.14,0.14,0.25,0.7,1.07,0.97,0.62,0.54,0.67,0.71,0.72,0.63,0.61,0.8,1.1,1.44,1.63,1.39,1.01,0.68,0.45,1515,8.2,5,overheat,no,12.42,74.52,83.1,1,9.0,137,12.3,4,good,no,1.69,10.14,11.3,1,1.6,1278,0.6,6,good,yes,0.77,4.62,5.2,0,2.2,20,3.7,5,good,yes,0.07,0.42,0.5,0,1.1
2026-06-24,Wednesday,June,1.131,0,high,33.1,0,1,20.35,1.65,7 PM,6 PM-8 PM,0.85,122.1,3663.0,3977.9,20.25,20.01,22.12,0.34,increased,AC health issue increased consumption,63,59,16.69,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.33,0.74,1.1,1.03,0.68,0.54,0.62,0.77,0.71,0.66,0.66,0.85,1.09,1.44,1.65,1.42,0.96,0.77,0.37,1597,7.2,5,good,yes,11.5,69.0,77.7,1,9.0,150,12.4,4,good,yes,1.86,11.16,12.6,1,1.6,1292,0.3,6,good,yes,0.39,2.34,2.6,0,2.2,198,5.3,5,good,yes,1.05,6.3,7.1,0,1.1
2026-06-25,Thursday,June,1.129,0,low,31.5,0,1,21.24,1.59,7 PM,6 PM-8 PM,0.88,127.44,3823.2,4039.12,20.97,20.35,21.78,0.89,increased,AC health issue increased consumption,60,55,17.42,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,6,6,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault|tv_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|replace_tv_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.2,0.15,0.14,0.14,0.2,0.29,0.71,1.06,1.01,0.67,0.63,0.57,0.72,0.63,0.55,0.67,0.82,1.08,1.49,1.59,1.48,1.01,0.75,0.36,1546,9.3,5,good,no,14.38,86.28,73.3,1,9.0,175,13.0,4,slow,no,2.27,13.62,11.6,1,1.6,1148,2.1,6,good,yes,2.41,14.46,12.3,1,2.2,146,3.9,5,good,no,0.57,3.42,2.9,1,1.1
2026-06-26,Friday,June,1.127,0,high,32.3,3.7,1,19.16,1.55,7 PM,6 PM-8 PM,0.8,114.96,3448.8,3839.36,19.78,21.24,21.71,-2.08,decreased,AC health issue increased consumption,67,65,15.71,1.71,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.17,0.14,0.14,0.14,0.16,0.21,0.72,1.06,0.95,0.62,0.59,0.53,0.69,0.65,0.59,0.65,0.74,1.07,1.42,1.55,1.41,0.96,0.68,0.31,1604,7.4,5,good,yes,11.87,71.22,86.8,1,9.0,102,12.5,4,good,yes,1.27,7.62,9.3,0,1.6,1220,0.3,6,good,no,0.37,2.22,2.7,1,2.2,26,6.1,5,good,yes,0.16,0.96,1.2,0,1.1
2026-06-27,Saturday,June,1.125,1,medium,33.6,4.9,1,19.64,1.61,7 PM,6 PM-8 PM,0.82,117.84,3535.2,3560.61,19.5,19.16,21.1,0.48,increased,AC health issue increased consumption,65,61,16.1,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.15,0.28,0.68,1.02,0.91,0.55,0.51,0.57,0.65,0.61,0.61,0.66,0.79,1.04,1.46,1.61,1.41,0.91,0.62,0.31,1500,9.1,5,good,yes,13.65,81.9,80.5,1,9.0,195,11.5,4,good,yes,2.24,13.44,13.2,1,1.6,1233,0.4,6,good,yes,0.49,2.94,2.9,0,2.2,130,4.5,5,good,yes,0.58,3.48,3.4,0,1.1
2026-06-28,Sunday,June,1.123,1,high,32.2,1.7,1,20.29,1.62,7 PM,6 PM-8 PM,0.85,121.74,3652.2,3721.64,20.09,19.64,20.58,0.65,increased,AC health issue increased consumption,63,58,16.64,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.19,0.14,0.14,0.14,0.14,0.31,0.65,1.09,0.99,0.57,0.57,0.63,0.68,0.6,0.63,0.65,0.82,1.1,1.41,1.62,1.41,0.98,0.72,0.35,1455,8.9,5,overheat,no,12.95,77.7,75.8,1,9.0,126,13.6,4,good,yes,1.71,10.26,10.0,1,1.6,1199,1.8,6,good,yes,2.16,12.96,12.6,0,2.2,57,4.7,5,good,yes,0.27,1.62,1.6,0,1.1
2026-06-29,Monday,June,1.12,0,high,26.2,3.0,0,23.87,1.76,7 PM,6 PM-8 PM,0.99,143.22,4296.6,4129.36,22.8,20.29,20.65,3.58,increased,AC health issue increased consumption,50,42,19.57,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.27,0.24,0.28,0.24,0.25,0.44,0.91,1.24,1.09,0.73,0.69,0.77,0.91,0.81,0.78,0.84,0.95,1.19,1.59,1.76,1.54,1.19,0.91,0.55,1420,8.5,5,good,yes,12.07,72.42,71.8,1,9.0,114,12.8,4,good,yes,1.46,8.76,8.7,0,1.6,1308,1.8,6,good,yes,2.35,14.1,14.0,1,2.2,209,4.5,5,good,yes,0.94,5.64,5.6,0,1.1
2026-06-30,Tuesday,June,1.118,0,medium,30.6,4.4,1,19.01,1.54,7 PM,6 PM-8 PM,0.79,114.06,3421.8,3459.0,20.47,23.87,20.51,-4.86,decreased,AC health issue increased consumption,68,69,15.59,3.99,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,5,sudden_spike|pet_suffering|ac_fault|fan_fault|tv_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_tv_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.14,0.23,0.62,1.08,0.96,0.57,0.54,0.54,0.64,0.67,0.62,0.55,0.77,1.0,1.45,1.54,1.45,0.93,0.64,0.39,1589,7.3,5,good,yes,11.6,69.6,81.7,1,9.0,154,13.4,4,good,yes,2.06,12.36,14.5,1,1.6,1136,0.2,6,good,yes,0.23,1.38,1.6,0,2.2,53,5.6,5,slow,no,0.3,1.8,2.1,1,1.1
2026-07-01,Wednesday,July,1.116,0,low,29.5,2.5,0,24.14,1.8,7 PM,6 PM-8 PM,1.01,144.84,4345.2,4334.34,22.6,19.01,21.05,5.13,increased,AC health issue increased consumption,49,40,19.79,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,overall_limit_exceeded|sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.34,0.28,0.29,0.21,0.26,0.43,0.86,1.19,1.07,0.78,0.74,0.77,0.91,0.85,0.79,0.81,0.9,1.19,1.65,1.8,1.57,1.14,0.82,0.57,1554,8.6,5,good,yes,13.36,80.16,75.1,1,9.0,121,12.4,4,good,yes,1.5,9.0,8.4,0,1.6,1283,2.2,6,good,yes,2.82,16.92,15.8,1,2.2,29,4.0,5,good,yes,0.12,0.72,0.7,0,1.1
2026-07-02,Thursday,July,1.113,0,medium,29.1,2.8,1,19.12,1.58,7 PM,6 PM-8 PM,0.8,114.72,3441.6,3774.75,20.63,24.14,20.75,-5.02,decreased,AC health issue increased consumption,67,68,15.68,4.12,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,3,3,sudden_spike|ac_fault|phantom_load_tv,replace_ac_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,TV standby may be wasting power,0.14,0.14,0.14,0.14,0.14,0.26,0.63,1.06,0.94,0.61,0.56,0.59,0.72,0.63,0.54,0.62,0.75,0.99,1.49,1.58,1.42,0.98,0.65,0.36,1478,7.1,5,noise,no,10.49,62.94,76.0,1,9.0,80,11.6,4,good,yes,0.93,5.58,6.7,0,1.6,1197,1.7,6,good,yes,2.03,12.18,14.7,0,2.2,90,4.0,5,standby,yes,0.36,2.16,2.6,0,1.1
2026-07-03,Friday,July,1.111,0,medium,31.7,4.6,0,23.13,1.76,7 PM,6 PM-8 PM,0.96,138.78,4163.4,4223.23,21.93,19.12,21.31,4.01,increased,AC health issue increased consumption,53,45,18.97,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|tv_fault,replace_ac_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.22,0.21,0.25,0.24,0.26,0.41,0.82,1.2,1.08,0.75,0.72,0.69,0.84,0.75,0.76,0.76,0.9,1.2,1.6,1.76,1.54,1.14,0.8,0.48,1617,9.2,5,good,yes,14.88,89.28,87.4,1,9.0,107,12.3,4,good,yes,1.32,7.92,7.8,0,1.6,1215,0.2,6,good,yes,0.24,1.44,1.4,0,2.2,98,6.0,5,good,no,0.59,3.54,3.5,1,1.1
2026-07-04,Saturday,July,1.108,1,high,29.2,0,0,23.42,1.78,7 PM,6 PM-8 PM,0.98,140.52,4215.6,4714.45,23.33,23.13,21.85,0.29,increased,AC health issue increased consumption,52,48,19.2,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.29,0.28,0.25,0.18,0.26,0.51,0.9,1.22,1.15,0.83,0.73,0.75,0.86,0.86,0.7,0.77,0.93,1.18,1.65,1.78,1.55,1.09,0.87,0.5,1596,8.4,5,overheat,no,13.41,80.46,88.6,1,9.0,67,11.7,4,good,yes,0.78,4.68,5.2,0,1.6,1254,0.5,6,good,no,0.63,3.78,4.2,1,2.2,63,5.1,5,good,yes,0.32,1.92,2.1,0,1.1
2026-07-05,Sunday,July,1.106,1,high,26.9,4.0,0,22.51,1.73,7 PM,6 PM-8 PM,0.94,135.06,4051.8,4139.1,22.78,23.42,22.17,-0.91,decreased,AC health issue increased consumption,55,52,18.46,0.75,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|tv_fault,replace_ac_efficient_model|replace_tv_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.23,0.29,0.26,0.16,0.23,0.42,0.84,1.18,1.09,0.8,0.7,0.73,0.87,0.75,0.66,0.71,0.85,1.15,1.6,1.73,1.59,1.14,0.82,0.52,1608,7.0,5,good,yes,11.26,67.56,77.7,1,9.0,111,12.0,4,good,yes,1.33,7.98,9.2,0,1.6,1196,1.3,6,good,yes,1.55,9.3,10.7,0,2.2,64,5.4,5,good,no,0.35,2.1,2.4,1,1.1
2026-07-06,Monday,July,1.103,0,low,26.6,0.6,0,23.19,1.75,7 PM,6 PM-8 PM,0.97,139.14,4174.2,4641.72,22.99,22.51,22.07,0.68,increased,AC health issue increased consumption,53,48,19.02,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.28,0.31,0.22,0.25,0.27,0.5,0.86,1.23,1.07,0.77,0.78,0.77,0.93,0.75,0.7,0.82,0.91,1.19,1.56,1.75,1.56,1.07,0.87,0.57,1517,7.7,5,good,yes,11.68,70.08,80.4,1,9.0,44,12.2,4,noise,no,0.54,3.24,3.7,1,1.6,1203,1.5,6,good,yes,1.8,10.8,12.4,0,2.2,138,3.7,5,good,yes,0.51,3.06,3.5,0,1.1
2026-07-07,Tuesday,July,1.101,0,low,26.9,0,0,22.19,1.78,7 PM,6 PM-8 PM,0.92,133.14,3994.2,4447.14,22.49,23.19,22.53,-1.0,decreased,AC health issue increased consumption,56,53,18.2,0.82,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,3,sudden_spike|pet_suffering|ac_fault|iron_fault|phantom_load_tv,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,TV standby may be wasting power,0.27,0.21,0.19,0.21,0.3,0.44,0.79,1.24,1.13,0.73,0.7,0.73,0.81,0.82,0.71,0.81,0.96,1.23,1.6,1.78,1.61,1.11,0.82,0.49,1421,6.9,5,good,yes,9.8,58.8,86.3,1,9.0,46,13.5,4,good,yes,0.62,3.72,5.5,0,1.6,1181,0.3,6,slow,no,0.35,2.1,3.1,1,2.2,106,5.6,5,standby,yes,0.59,3.54,5.2,0,1.1
2026-07-08,Wednesday,July,1.098,0,low,31.1,5.7,0,22.17,1.7,7 PM,6 PM-8 PM,0.92,133.02,3990.6,4042.99,22.18,22.19,22.25,-0.02,decreased,AC health issue increased consumption,56,52,18.18,0.02,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.27,0.19,0.19,0.21,0.23,0.39,0.81,1.22,1.03,0.7,0.67,0.69,0.83,0.75,0.7,0.74,0.84,1.19,1.57,1.7,1.48,1.06,0.79,0.52,1446,8.6,5,good,yes,12.44,74.64,80.5,1,9.0,140,11.6,4,good,yes,1.62,9.72,10.5,1,1.6,1273,0.6,6,good,yes,0.76,4.56,4.9,0,2.2,119,5.3,5,good,yes,0.63,3.78,4.1,0,1.1
2026-07-09,Thursday,July,1.096,0,medium,30.8,4.7,0,22.89,1.71,7 PM,6 PM-8 PM,0.95,137.34,4120.2,4181.33,22.67,22.17,22.79,0.72,increased,AC health issue increased consumption,54,49,18.77,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,5,4,sudden_spike|pet_suffering|ac_fault|fan_fault|iron_fault,replace_ac_efficient_model|replace_fan_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.33,0.25,0.16,0.14,0.32,0.41,0.8,1.2,1.07,0.76,0.62,0.67,0.87,0.72,0.68,0.74,0.86,1.1,1.5,1.71,1.49,1.07,0.83,0.48,1605,8.3,5,good,yes,13.32,79.92,71.3,1,9.0,184,13.4,4,noise,no,2.47,14.82,13.2,1,1.6,1253,1.9,6,good,yes,2.38,14.28,12.7,1,2.2,93,5.5,5,good,yes,0.51,3.06,2.7,0,1.1
2026-07-10,Friday,July,1.093,0,high,33.0,2.6,0,22.72,1.73,7 PM,6 PM-8 PM,0.95,136.32,4089.6,4324.76,22.77,22.89,22.73,-0.17,decreased,AC health issue increased consumption,54,50,18.63,0.14,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.33,0.23,0.29,0.23,0.26,0.46,0.78,1.2,1.15,0.71,0.77,0.81,0.82,0.76,0.75,0.81,0.88,1.18,1.56,1.73,1.51,1.08,0.83,0.55,1497,7.5,5,good,yes,11.23,67.38,81.1,1,9.0,157,11.6,4,good,yes,1.82,10.92,13.2,1,1.6,1243,0.2,6,good,yes,0.25,1.5,1.8,0,2.2,121,4.5,5,good,yes,0.54,3.24,3.9,0,1.1
2026-07-11,Saturday,July,1.09,1,medium,29.1,3.1,1,18.97,1.54,7 PM,6 PM-8 PM,0.79,113.82,3414.6,3688.63,20.09,22.72,22.09,-3.75,decreased,AC health issue increased consumption,68,68,15.56,3.07,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|fan_fault,replace_ac_efficient_model|replace_fan_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.14,0.14,0.14,0.14,0.15,0.27,0.6,1.03,0.88,0.57,0.51,0.55,0.68,0.55,0.51,0.58,0.68,0.95,1.32,1.54,1.39,0.92,0.7,0.4,1610,7.7,5,good,yes,12.4,74.4,75.1,1,9.0,159,13.7,4,good,no,2.18,13.08,13.2,1,1.6,1151,1.3,6,good,yes,1.5,9.0,9.1,0,2.2,69,6.3,5,good,yes,0.43,2.58,2.6,0,1.1
2026-07-12,Sunday,July,1.088,1,low,30.7,0.5,0,23.75,1.75,7 PM,6 PM-8 PM,0.99,142.5,4275.0,4736.24,22.32,18.97,22.27,4.78,increased,AC health issue increased consumption,50,41,19.47,0,tired,64,"Usage rising, reduce load",Your pet is tired. A little saving today will help it recover.,0,Recovery Mode,2,2,sudden_spike|ac_fault,replace_ac_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.32,0.31,0.27,0.2,0.24,0.48,0.84,1.21,1.12,0.78,0.68,0.75,0.88,0.76,0.75,0.83,0.95,1.12,1.6,1.75,1.59,1.1,0.85,0.58,1552,9.1,5,good,yes,14.12,84.72,82.0,1,9.0,37,13.3,4,good,yes,0.49,2.94,2.8,0,1.6,1197,1.6,6,good,yes,1.92,11.52,11.2,0,2.2,117,5.8,5,good,yes,0.68,4.08,4.0,0,1.1
2026-07-13,Monday,July,1.085,0,high,32.5,5.1,1,18.54,1.5,7 PM,6 PM-8 PM,0.77,111.24,3337.2,3270.29,20.1,23.75,21.6,-5.21,decreased,AC health issue increased consumption,69,70,15.2,4.27,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,4,sudden_spike|pet_suffering|ac_fault|tv_fault,replace_ac_efficient_model|replace_tv_efficient_model|saving_mode_optimizations|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,Saving mode is active. Prioritize fans over AC and switch off standby loads.,Your appliance mix is stable today.,0.15,0.14,0.14,0.14,0.15,0.24,0.61,1.06,0.94,0.51,0.46,0.58,0.67,0.62,0.58,0.54,0.71,1.01,1.34,1.5,1.4,0.91,0.68,0.3,1435,8.7,5,good,yes,12.48,74.88,86.8,1,9.0,44,11.8,4,good,yes,0.52,3.12,3.6,0,1.6,1224,0.9,6,good,yes,1.1,6.6,7.7,0,2.2,47,5.8,5,slow,no,0.27,1.62,1.9,1,1.1
2026-07-14,Tuesday,July,1.082,0,low,27.4,2.9,0,23.06,1.69,7 PM,6 PM-8 PM,0.96,138.36,4150.8,4440.48,21.7,18.54,21.73,4.52,increased,AC health issue increased consumption,53,44,18.91,0,sick,94,High usage detected!,Your pet is suffering because heavy usage or a faulty appliance is stressing the home.,0,Recovery Mode,4,3,sudden_spike|pet_suffering|ac_fault|iron_fault,replace_ac_efficient_model|replace_iron_efficient_model|shift_usage_to_morning,Highest usage is during 6 PM-8 PM. Shift ironing or cooling to morning to save cost.,You can improve efficiency by cutting AC usage by 1 hour.,Your appliance mix is stable today.,0.24,0.23,0.29,0.25,0.33,0.39,0.79,1.22,1.07,0.76,0.76,0.72,0.85,0.82,0.75,0.75,0.93,1.15,1.54,1.69,1.52,1.09,0.85,0.59,1504,8.8,5,good,no,13.24,79.44,83.7,1,9.0,97,13.0,4,good,yes,1.26,7.56,8.0,0,1.6,1155,0.2,6,good,no,0.23,1.38,1.5,1,2.2,199,5.5,5,good,yes,1.09,6.54,6.9,0,1.1
